AREA,PERIMETER,CIT0002_,CIT0002_ID,FPL,STATFIPS,PLACFIPS,NAME,STATE,TOTALPOP,HOUSEUNT,LANDAREA,WATRAREA,LAT,LONG,observed
0.00382,0.3446,96.0,12.0,58070,35,58070,Placitas CDP,NM,1611,677,38486.0,0.0,+35.320189,-106.465837,
0.00087,0.17778,97.0,14.0,6970,35,06970,Bernalillo town,NM,5960,2179,14285.0,309.0,+35.316012,-106.555718,
0.0001,0.04335,98.0,13.0,0,,,,,0,0,0.0,0.0,,,
3e-05,0.03111,99.0,15.0,6970,35,06970,Bernalillo town,NM,5960,2179,14285.0,309.0,+35.316012,-106.555718,
7e-05,0.03382,100.0,16.0,6970,35,06970,Bernalillo town,NM,5960,2179,14285.0,309.0,+35.316012,-106.555718,
2e-05,0.01992,101.0,17.0,0,,,,,0,0,0.0,0.0,,,
0.00244,0.22437,102.0,18.0,17960,35,17960,Corrales village,NM,5453,2196,27766.0,1367.0,+35.234953,-106.619968,
2e-05,0.01889,108.0,3.0,63460,,,,,0,0,0.0,0.0,,,
0.00075,0.13126,114.0,9.0,66765,35,66765,Sandia Heights CDP,NM,3519,1420,9176.0,0.0,+35.176931,-106.490724,
0.00049,0.13946,115.0,2.0,48620,35,48620,Milan village,NM,1911,735,6959.0,12.0,+35.188963,-107.891958,
0.00027,0.14239,116.0,10.0,55270,35,55270,Paradise Hills CDP,NM,5513,1962,3790.0,0.0,+35.196510,-106.694292,
0.0001,0.05082,117.0,11.0,55270,35,55270,Paradise Hills CDP,NM,5513,1962,3790.0,0.0,+35.196510,-106.694292,
0.0,0.00669,118.0,12.0,0,,,,,0,0,0.0,0.0,,,
0.00188,0.56528,119.0,2.0,79910,35,79910,Tucumcari city,NM,6831,3164,19081.0,32.0,+35.167449,-103.727482,
0.00105,0.21017,120.0,14.0,43930,35,43930,Los Ranchos de Albuquerque village,NM,3955,1581,9462.0,0.0,+35.165133,-106.648987,
2e-05,0.03223,121.0,13.0,0,,,,,0,0,0.0,0.0,,,
0.0035,0.36304,122.0,3.0,30490,35,30490,Grants city,NM,8626,3532,35393.0,4.0,+35.153390,-107.838278,
0.0,0.00886,123.0,51.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
5e-05,0.02925,124.0,15.0,0,,,,,0,0,0.0,0.0,,,
0.00013,0.05551,127.0,18.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00734,128.0,20.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.0077,129.0,21.0,0,,,,,0,0,0.0,0.0,,,
0.0019,0.2713,133.0,5.0,54710,35,54710,Paguate CDP,NM,492,195,19190.0,41.0,+35.134594,-107.363806,
0.0,0.00819,134.0,4.0,79910,35,79910,Tucumcari city,NM,6831,3164,19081.0,32.0,+35.167449,-103.727482,
0.0,0.00767,138.0,26.0,0,,,,,0,0,0.0,0.0,,,
0.00011,0.07519,139.0,25.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00592,141.0,32.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00278,142.0,38.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00239,143.0,38.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00602,144.0,38.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00307,145.0,38.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00275,146.0,38.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00631,147.0,42.0,0,,,,,0,0,0.0,0.0,,,
0.0133,0.48483,148.0,19.0,22370,35,22370,Edgewood CDP,NM,3324,1231,140544.0,57.0,+35.083944,-106.174906,
0.0,0.00457,149.0,43.0,0,,,,,0,0,0.0,0.0,,,
1e-05,0.01656,150.0,44.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00604,151.0,45.0,0,,,,,0,0,0.0,0.0,,,
1e-05,0.01039,153.0,47.0,0,,,,,0,0,0.0,0.0,,,
0.00031,0.13169,154.0,6.0,68150,35,68150,San Jon village,NM,277,130,3125.0,11.0,+35.112968,-103.327467,
0.0,0.00874,155.0,51.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
0.0,0.00515,157.0,49.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
4e-05,0.03095,158.0,52.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00842,160.0,7.0,68150,35,68150,San Jon village,NM,277,130,3125.0,11.0,+35.112968,-103.327467,
2e-05,0.01906,161.0,54.0,0,,,,,0,0,0.0,0.0,,,
0.00187,0.23357,162.0,9.0,86595,35,86595,Zuni Pueblo CDP,NM,5857,1389,18861.0,0.0,+35.072489,-108.849977,
0.0002,0.08848,163.0,10.0,7670,35,07670,Black Rock CDP,NM,858,244,2028.0,0.0,+35.086013,-108.790015,
9e-05,0.03996,164.0,55.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00682,165.0,56.0,0,,,,,0,0,0.0,0.0,,,
8e-05,0.0418,166.0,6.0,52300,,,,,0,0,0.0,0.0,,,
0.00777,0.57157,167.0,51.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
0.0,0.00575,168.0,51.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
3e-05,0.0416,172.0,68.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00357,173.0,66.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00328,174.0,67.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00434,175.0,51.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
0.00091,0.15989,177.0,7.0,765,35,00765,Acomita Lake CDP,NM,273,77,8852.0,306.0,+35.070173,-107.613031,
0.00121,0.2286,178.0,8.0,55340,35,55340,Paraje CDP,NM,622,236,12218.0,0.0,+35.046056,-107.467315,
0.0,0.00478,179.0,51.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
0.0,0.00926,180.0,9.0,52300,,,,,0,0,0.0,0.0,,,
0.00062,0.12673,181.0,10.0,52300,,,,,0,0,0.0,0.0,,,
0.00064,0.18557,182.0,75.0,0,,,,,0,0,0.0,0.0,,,
1e-05,0.01639,183.0,51.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
0.00139,0.18677,184.0,11.0,71440,35,71440,Seama CDP,NM,403,143,14045.0,22.0,+35.047433,-107.527463,
0.00106,0.22405,185.0,78.0,66720,35,66720,Sandia CDP,NM,6742,1860,10769.0,0.0,+35.053500,-106.565248,
1e-05,0.02197,186.0,51.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
5e-05,0.0341,188.0,81.0,0,,,,,0,0,0.0,0.0,,,
1e-05,0.0106,189.0,80.0,0,,,,,0,0,0.0,0.0,,,
0.00058,0.19736,190.0,12.0,37070,35,37070,Laguna CDP,NM,434,170,5857.0,11.0,+35.038613,-107.392558,
0.00157,0.21476,191.0,13.0,73440,35,73440,Skyline-Ganipa CDP,NM,946,218,15896.0,0.0,+35.034567,-107.615253,
0.00249,0.2671,192.0,14.0,48200,35,48200,Mesita CDP,NM,627,178,25173.0,49.0,+35.013102,-107.330675,
4e-05,0.03064,193.0,82.0,0,,,,,0,0,0.0,0.0,,,
0.0006,0.12465,194.0,1.0,22370,35,22370,Edgewood CDP,NM,3324,1231,140544.0,57.0,+35.083944,-106.174906,
0.0,0.00956,195.0,51.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
0.00077,0.17515,197.0,2.0,50160,35,50160,Moriarty city,NM,1399,597,7807.0,0.0,+35.001355,-106.043733,
0.0003,0.08409,198.0,83.0,0,,,,,0,0,0.0,0.0,,,
0.0001,0.06004,199.0,51.0,2000,35,02000,Albuquerque city,NM,384736,166870,342409.0,1631.0,+35.117218,-106.624636,
0.00072,0.25311,201.0,1.0,70670,35,70670,Santa Rosa city,NM,2263,988,7201.0,65.0,+34.943381,-104.676698,
0.00035,0.1125,202.0,85.0,34655,35,34655,Isleta Pueblo CDP,NM,1703,637,12663.0,0.0,+34.882215,-106.683394,
0.001,0.14889,204.0,2.0,8580,35,08580,Bosque Farms village,NM,3791,1384,10097.0,0.0,+34.854765,-106.700879,
0.00155,0.30699,206.0,4.0,43370,35,43370,Los Lunas village,NM,6013,2272,15740.0,0.0,+34.813253,-106.738098,
7e-05,0.04095,207.0,1.0,30210,35,30210,Grady village,NM,110,49,716.0,0.0,+34.821962,-103.315414,
0.0,0.00543,209.0,4.0,43370,35,43370,Los Lunas village,NM,6013,2272,15740.0,0.0,+34.813253,-106.738098,
0.0014,0.18632,208.0,5.0,81800,35,81800,Valencia CDP,NM,3917,1378,14279.0,0.0,+34.796031,-106.690997,
9e-05,0.07945,210.0,6.0,43370,35,43370,Los Lunas village,NM,6013,2272,15740.0,0.0,+34.813253,-106.738098,
0.0031,0.35408,211.0,7.0,47220,35,47220,Meadow Lake CDP,NM,1590,596,31491.0,33.0,+34.802024,-106.590724,
0.003,0.29728,212.0,8.0,42740,35,42740,Los Chaves CDP,NM,3872,1455,30340.0,87.0,+34.729969,-106.760838,
0.00161,0.18538,214.0,9.0,78685,35,78685,Tome-Adelino CDP,NM,1695,615,16405.0,0.0,+34.731455,-106.720662,
0.00152,0.28247,215.0,10.0,44145,35,44145,Los Trujillos-Gabaldon CDP,NM,1841,697,15556.0,0.0,+34.661273,-106.755154,
0.0,0.00651,217.0,14.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00547,219.0,14.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00528,220.0,13.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00409,222.0,14.0,0,,,,,0,0,0.0,0.0,,,
0.00108,0.26054,223.0,11.0,6480,35,06480,Belen city,NM,6547,2622,10773.0,0.0,+34.658660,-106.779016,
0.00153,0.19067,224.0,15.0,63145,35,63145,Rio Communities CDP,NM,3233,1447,15551.0,0.0,+34.644073,-106.718038,
0.0002,0.06222,228.0,5.0,85160,35,85160,Willard village,NM,183,90,2002.0,0.0,+34.594396,-106.033745,
0.00024,0.07082,229.0,6.0,50370,35,50370,Mountainair town,NM,926,455,2453.0,0.0,+34.520773,-106.242935,
0.00036,0.08217,230.0,1.0,27340,35,27340,Fort Sumner village,NM,1269,692,8633.0,11.0,+34.478060,-104.237169,
0.00048,0.14218,231.0,2.0,27340,35,27340,Fort Sumner village,NM,1269,692,8633.0,11.0,+34.478060,-104.237169,
0.00437,0.40017,232.0,2.0,16420,35,16420,Clovis city,NM,30954,12978,35802.0,143.0,+34.410220,-103.202710,
0.00044,0.09534,233.0,3.0,47570,35,47570,Melrose village,NM,662,354,4451.0,0.0,+34.429209,-103.628847,
0.00135,0.1591,234.0,4.0,10750,35,10750,Cannon AFB CDP,NM,3312,759,13747.0,37.0,+34.380375,-103.314115,
0.00021,0.07167,235.0,5.0,77250,35,77250,Texico city,NM,966,380,2125.0,0.0,+34.389376,-103.051721,
0.00026,0.06561,236.0,1.0,17680,35,17680,Corona village,NM,215,120,2648.0,0.0,+34.249696,-105.596709,
0.00078,0.44691,237.0,1.0,26570,35,26570,Floyd village,NM,117,53,7994.0,0.0,+34.214697,-103.548904,
0.00126,0.35975,238.0,2.0,59260,35,59260,Portales city,NM,10690,4277,12929.0,0.0,+34.181093,-103.345307,
0.00157,0.19219,240.0,1.0,46310,35,46310,Magdalena village,NM,861,421,16110.0,0.0,+34.110386,-107.234547,
0.00365,0.29282,241.0,2.0,73540,35,73540,Socorro city,NM,8159,3502,37336.0,67.0,+34.055150,-106.904225,
0.00071,0.43079,242.0,4.0,21180,35,21180,Dora village,NM,167,69,7293.0,0.0,+33.933174,-103.335314,
0.0002,0.06333,243.0,5.0,23000,35,23000,Elida town,NM,201,121,2083.0,0.0,+33.944177,-103.654646,
0.00077,0.74763,244.0,6.0,12850,35,12850,Causey village,NM,57,29,7957.0,0.0,+33.865230,-103.116827,
0.00203,0.24985,245.0,7.0,12850,35,12850,Causey village,NM,57,29,7957.0,0.0,+33.865230,-103.116827,
0.00014,0.04764,246.0,1.0,62620,35,62620,Reserve village,NM,319,160,1439.0,0.0,+33.708444,-108.761165,
0.00068,0.1723,247.0,2.0,12500,35,12500,Carrizozo town,NM,1075,577,7027.0,0.0,+33.643821,-105.883302,
0.00079,0.20836,248.0,3.0,11800,35,11800,Capitan village,NM,842,530,8173.0,0.0,+33.540354,-105.593930,
0.0,0.00849,250.0,5.0,11800,35,11800,Capitan village,NM,842,530,8173.0,0.0,+33.540354,-105.593930,
0.0,0.00566,251.0,6.0,0,,,,,0,0,0.0,0.0,,,
1e-05,0.01326,252.0,7.0,0,,,,,0,0,0.0,0.0,,,
0.00065,0.17109,253.0,8.0,65210,35,65210,Ruidoso village,NM,4600,6677,36739.0,0.0,+33.366049,-105.642487,
0.00495,0.49281,254.0,1.0,64930,35,64930,Roswell city,NM,44654,18242,75496.0,47.0,+33.371094,-104.529386,
0.00016,0.06707,255.0,2.0,64930,35,64930,Roswell city,NM,44654,18242,75496.0,47.0,+33.371094,-104.529386,
0.00291,0.6205,256.0,11.0,65210,35,65210,Ruidoso village,NM,4600,6677,36739.0,0.0,+33.366049,-105.642487,
0.00054,0.13592,257.0,10.0,65280,35,65280,Ruidoso Downs village,NM,920,622,5513.0,0.0,+33.331585,-105.603679,
2e-05,0.02048,258.0,12.0,0,,,,,0,0,0.0,0.0,,,
0.00197,0.22142,259.0,1.0,64930,35,64930,Roswell city,NM,44654,18242,75496.0,47.0,+33.371094,-104.529386,
1e-05,0.00974,260.0,13.0,0,,,,,0,0,0.0,0.0,,,
2e-05,0.02966,261.0,14.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00906,262.0,13.0,0,,,,,0,0,0.0,0.0,,,
0.00029,0.1051,266.0,1.0,76620,35,76620,Tatum town,NM,768,382,3054.0,0.0,+33.255289,-103.315301,
0.00015,0.04808,267.0,3.0,20620,35,20620,Dexter town,NM,898,348,1902.0,153.0,+33.194721,-104.368364,
5e-05,0.03081,268.0,4.0,20620,35,20620,Dexter town,NM,898,348,1902.0,153.0,+33.194721,-104.368364,
0.00382,0.33018,269.0,1.0,47920,35,47920,Mescalero CDP,NM,1159,337,39517.0,0.0,+33.150813,-105.795992,
0.00319,0.26837,270.0,1.0,79840,35,79840,Truth or Consequences city,NM,6221,3655,32766.0,296.0,+33.135586,-107.248069,
0.00032,0.08254,271.0,5.0,31330,35,31330,Hagerman town,NM,961,390,3273.0,0.0,+33.113478,-104.328282,
9e-05,0.0572,272.0,2.0,85300,35,85300,Williamsburg village,NM,456,262,908.0,50.0,+33.116065,-107.294044,
0.0,0.00411,273.0,3.0,0,,,,,0,0,0.0,0.0,,,
0.00049,0.10666,274.0,2.0,79980,35,79980,Tularosa village,NM,2615,1162,5066.0,0.0,+33.075854,-106.019743,
0.00014,0.06086,275.0,6.0,37840,35,37840,Lake Arthur town,NM,336,137,1563.0,0.0,+32.999746,-104.363400,
0.00268,0.298,276.0,3.0,38330,35,38330,La Luz CDP,NM,1625,667,27753.0,0.0,+32.970503,-105.937409,
0.00121,0.29114,277.0,2.0,44490,35,44490,Lovington city,NM,9322,3700,12517.0,40.0,+32.945299,-103.350299,
0.00027,0.07253,278.0,4.0,16280,35,16280,Cloudcroft village,NM,636,781,2762.0,0.0,+32.952980,-105.739426,
1e-05,0.01093,279.0,2.0,44490,35,44490,Lovington city,NM,9322,3700,12517.0,40.0,+32.945299,-103.350299,
5e-05,0.03471,281.0,1.0,5220,35,05220,Artesia city,NM,10610,4510,21321.0,35.0,+32.847450,-104.429710,
0.00316,0.23585,282.0,6.0,32940,35,32940,Holloman AFB CDP,NM,5891,1410,32439.0,377.0,+32.851211,-106.106210,
0.00067,0.11938,283.0,1.0,5220,35,05220,Artesia city,NM,10610,4510,21321.0,35.0,+32.847450,-104.429710,
0.0001,0.04367,284.0,1.0,5220,35,05220,Artesia city,NM,10610,4510,21321.0,35.0,+32.847450,-104.429710,
8e-05,0.04266,285.0,1.0,5220,35,05220,Artesia city,NM,10610,4510,21321.0,35.0,+32.847450,-104.429710,
0.00102,0.24148,287.0,1.0,5220,35,05220,Artesia city,NM,10610,4510,21321.0,35.0,+32.847450,-104.429710,
0.00018,0.0706,288.0,2.0,0,,,,,0,0,0.0,0.0,,,
0.00274,0.27173,289.0,7.0,8440,35,08440,Boles Acres CDP,NM,1409,619,28512.0,0.0,+32.808826,-105.986672,
0.0,0.0046,290.0,3.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00418,291.0,4.0,0,,,,,0,0,0.0,0.0,,,
8e-05,0.05371,292.0,1.0,5220,35,05220,Artesia city,NM,10610,4510,21321.0,35.0,+32.847450,-104.429710,
0.00029,0.06968,293.0,5.0,33290,35,33290,Hope village,NM,101,55,3005.0,0.0,+32.817263,-104.736711,
0.00223,0.28622,294.0,1.0,73260,35,73260,Silver City town,NM,10683,4255,22808.0,0.0,+32.782853,-108.266825,
0.00025,0.07171,296.0,2.0,13550,35,13550,Central village,NM,1835,700,2612.0,0.0,+32.775297,-108.154242,
0.0001,0.03944,297.0,3.0,0,,,,,0,0,0.0,0.0,,,
7e-05,0.03557,299.0,3.0,0,,,,,0,0,0.0,0.0,,,
0.00317,0.38054,300.0,3.0,32520,35,32520,Hobbs city,NM,29115,12327,48937.0,0.0,+32.734264,-103.162760,
3e-05,0.02346,302.0,5.0,0,,,,,0,0,0.0,0.0,,,
0.007,1.02869,306.0,6.0,12150,35,12150,Carlsbad city,NM,24952,10575,70574.0,118.0,+32.404163,-104.236613,
0.00034,0.11039,310.0,7.0,25450,35,25450,Eunice city,NM,2676,1140,7556.0,22.0,+32.442515,-103.193237,
0.00023,0.06156,313.0,7.0,0,,,,,0,0,0.0,0.0,,,
0.00014,0.0605,314.0,10.0,0,,,,,0,0,0.0,0.0,,,
0.0,0.00575,315.0,7.0,0,,,,,0,0,0.0,0.0,,,
0.00031,0.11144,317.0,6.0,12150,35,12150,Carlsbad city,NM,24952,10575,70574.0,118.0,+32.404163,-104.236613,
0.00026,0.08225,328.0,17.0,3820,35,03820,Anthony CDP,NM,5160,1381,2686.0,0.0,+32.005419,-106.595633,
0.0005,0.18079,329.0,2.0,17050,35,17050,Columbus village,NM,641,315,5312.0,0.0,+31.828873,-107.640756,
0.00238,0.24564,331.0,18.0,75640,35,75640,Sunland Park city,NM,8179,1959,24395.0,592.0,+31.799146,-106.577166,